,filename,text,emotion,processed_text,AWL,ASL,NOW,NVB,NAJ,NPV,NST,CDV,NTP,TPR
2124,Ses02F_script01_2_M002,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?,neu,what do you mean ? he lived next door to the girl all his life . why wouldn t he want to see her again ?,3.0384615384615383,8.666666666666666,26,5,2,0,3,8.666666666666666,0,0.0
2125,Ses02F_script01_2_M003,Don't look at me like that.  He didn't tell me anymore than he told you.,xxx,don t look at me like that . he didn t tell me anymore than he told you .,2.8947368421052633,9.5,19,3,1,0,2,9.5,0,0.0
2126,Ses02F_script01_2_F003,She's not-,xxx,she s not ,2.3333333333333335,3.0,3,1,0,0,1,0.0,0,0.0
2127,Ses02F_script01_2_M004,How do you know he's even thinking of it?,neu,how do you know he s even thinking of it ?,2.909090909090909,11.0,11,4,0,0,1,0.0,0,0.0
2128,Ses02F_script01_2_F004,-he's not gonna marry her.,oth, he s not gonna marry her .,2.5,8.0,8,3,0,0,1,4.0,1,0.125
2129,Ses02F_script01_2_F005,It's got that all about it.,ang,it s got that all about it .,2.625,8.0,8,2,0,1,1,0.0,0,0.0
2130,Ses02F_script01_2_M005,"Well, so what?",neu,well so what ?,2.75,4.0,4,0,0,0,1,0.0,0,0.0
2131,Ses02F_script01_2_F006,"What's going on here, Joe?",xxx,what s going on here joe ?,2.857142857142857,7.0,7,2,0,0,1,7.0,0,0.0
2132,Ses02F_script01_2_M006,"Now, listen Kate.",neu,now listen kate .,3.5,4.0,4,0,1,0,1,2.0,0,0.0
2133,Ses02F_script01_2_F007,"She's not his girl, Joe.  She knows she's not.",xxx,she s not his girl joe . she knows she s not .,2.6153846153846154,6.5,13,3,0,0,2,6.5,0,0.0
2134,Ses02F_script01_2_M007,You can't read her mind.,neu,you can t read her mind .,2.7142857142857144,7.0,7,2,0,0,1,3.5,0,0.0
2135,Ses02F_script01_2_F008,"Well then why is she still single?  I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's crazy, but she's waited.",fru,well then why is she still single ? i mean new york is full of men . why isn t she married ? probably a hundred people told her she s crazy but she s waited .,3.2972972972972974,9.25,37,8,6,1,4,4.111111111111111,0,0.0
2136,Ses02F_script01_2_M008,How do you know why she's waited?,neu,how do you know why she s waited ?,2.888888888888889,9.0,9,4,0,1,1,9.0,0,0.0
2137,Ses02F_script01_2_F009,"She knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right.",fru,she knows what i know that s why . she s faithful as a rock . in my worst moments i think of her waiting and i know again that i m right .,3.088235294117647,11.333333333333334,34,6,3,0,3,6.8,0,0.0
2138,Ses02F_script01_2_M009,"Look, it's a nice day.  What are we arguing for?",fru,look it s a nice day . what are we arguing for ?,2.769230769230769,6.5,13,4,1,0,2,4.333333333333333,0,0.0
2139,Ses02F_script01_2_F010,"Nobody in this house dares take her faith away, Joe?  Strangers might, but not his father, not his brother.",xxx,nobody in this house dares take her faith away joe ? strangers might but not his father not his brother .,4.0476190476190474,10.5,21,2,0,0,2,2.625,0,0.0
2140,Ses02F_script01_2_M010,"Well, what do you want me to do about it?",fru,well what do you want me to do about it ?,2.8181818181818183,11.0,11,3,0,0,1,0.0,0,0.0
2141,Ses02F_script01_2_F011,I want you to act like he's coming back.  Both of you.  Don't you think I haven't noticed since she got here.  I won't stand for any nonsense.,fru,i want you to act like he s coming back . both of you . don t you think i haven t noticed since she got here . i won t stand for any nonsense .,3.0,9.0,36,10,3,0,4,6.0,0,0.0
2142,Ses02F_script01_2_M011,But Kate--,fru,but kate ,3.5,2.0,2,1,0,0,1,2.0,0,0.0
2143,Ses02F_script01_2_F012,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",ang,because if he s not coming back i ll kill myself . i mean laugh laugh at me but . . .,2.909090909090909,11.0,22,3,2,0,2,4.4,0,0.0
2144,Ses02F_script01_2_F013,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,ang,but why did that happen the very night she came here ? she sleeps in his room and his memorial breaks to pieces . just look . look at it .,3.4838709677419355,7.75,31,4,1,0,4,4.428571428571429,0,0.0
2145,Ses02F_script01_2_M012,Calm yourself.,fru,calm yourself .,4.333333333333333,3.0,3,0,0,0,1,3.0,0,0.0
2146,Ses02F_script01_2_F014,"Believe with me, Joe.  I can't stand all alone.",fru,believe with me joe . i can t stand all alone .,3.0,6.0,12,2,0,0,2,4.0,0,0.0
2147,Ses02F_script01_2_M013,Calm yourself.,fru,calm yourself .,4.333333333333333,3.0,3,0,0,0,1,3.0,0,0.0
2148,Ses02F_script01_2_F015,"Last week, a man turned up in Detroit missing longer than Larry.  I mean, you read it yourself.",fru,last week a man turned up in detroit missing longer than larry . i mean you read it yourself .,3.75,10.0,20,4,4,0,2,2.857142857142857,0,0.0
2149,Ses02F_script01_2_M014,All right.  All right.  Calm yourself.,fru,all right . all right . calm yourself .,3.4444444444444446,3.0,9,1,0,0,3,9.0,0,0.0
2150,Ses02F_script01_2_F016,"You, above all, have to believe.",fru,you above all have to believe .,3.5714285714285716,7.0,7,2,0,0,1,7.0,0,0.0
2151,Ses02F_script01_2_M015,What?- Why- Why me above all?,xxx,what ? why why me above all ?,2.75,4.0,8,0,0,0,2,0.0,0,0.0
2152,Ses02F_script01_2_F017,Just--just don't stop believing.,fru,just just don t stop believing .,3.7142857142857144,7.0,7,1,1,0,1,3.5,0,0.0
2153,Ses02F_script01_2_M016,What does that mean?  Me above all?,ang,what does that mean ? me above all ?,3.111111111111111,4.5,9,2,0,0,2,0.0,0,0.0
2154,Ses02F_script01_2_M017,Look at you.  Look at you shaking.,ang,look at you . look at you shaking .,3.0,4.5,9,2,0,0,2,9.0,0,0.0
2155,Ses02F_script01_2_F018,I can't help it.,fru,i can t help it .,2.0,6.0,6,2,0,0,1,0.0,0,0.0
2156,Ses02F_script01_2_M018,What have I got to hide?  What the hell is the matter with you Kate?,ang,what have i got to hide ? what the hell is the matter with you kate ?,3.1176470588235294,8.5,17,6,0,0,2,4.25,0,0.0
2157,Ses02F_script01_3_F000,You're the only one I know who loves his parents.,xxx,you re the only one i know who loves his parents .,3.25,12.0,12,3,1,0,1,6.0,0,0.0
2158,Ses02F_script01_3_M000,"I know, it went out of style, didn't it?",xxx,i know it went out of style didn t it ?,2.6363636363636362,11.0,11,2,0,0,1,11.0,0,0.0
2159,Ses02F_script01_3_F001,It's all right.  It's a good thing.,xxx,it s all right . it s a good thing .,2.3636363636363638,5.5,11,2,1,0,2,0.0,0,0.0
2160,Ses02F_script01_3_F002,"You know, it's lovely here, the air is sweet.",xxx,you know it s lovely here the air is sweet .,3.090909090909091,11.0,11,3,1,0,1,3.6666666666666665,0,0.0
2161,Ses02F_script01_3_M001,You're not sorry you came?,neu,you re not sorry you came ?,3.0,7.0,7,2,1,0,1,7.0,0,0.0
2162,Ses02F_script01_3_F003,"No, not sorry.  Um, but, I'm- I'm not gonna stay.",xxx,no not sorry . um but i m i m not gonna stay .,2.2,7.5,15,3,3,0,2,5.0,2,0.13333333333333333
2163,Ses02F_script01_3_M002,Why?,xxx,why ?,2.0,2.0,2,0,0,0,1,0.0,0,0.0
2164,Ses02F_script01_3_F004,"Well, for one thing, your mother as much as told me to go.",xxx,well for one thing your mother as much as told me to go .,3.142857142857143,14.0,14,2,0,0,1,7.0,0,0.0
2165,Ses02F_script01_3_M003,Oh.,xxx,oh .,1.5,2.0,2,0,0,0,1,0.0,0,0.0
2166,Ses02F_script01_3_F005,"You saw that.  I mean and then, well, you've been kind of, um--",xxx,you saw that . i mean and then well you ve been kind of um ,2.933333333333333,7.5,15,3,1,0,2,15.0,1,0.06666666666666667
2167,Ses02F_script01_3_M004,What?,xxx,what ?,2.5,2.0,2,0,0,0,1,0.0,0,0.0
2168,Ses02F_script01_3_F006,"Well, kind of embarrassed ever since I got here.",xxx,well kind of embarrassed ever since i got here .,3.9,10.0,10,1,1,0,1,5.0,0,0.0
2169,Ses02F_script01_3_M005,"The trouble is, I planned on sort of sneaking up on you over a period of a week or so.  But, they take it for granted that we're all set.",xxx,the trouble is i planned on sort of sneaking up on you over a period of a week or so . but they take it for granted that we re all set .,3.1515151515151514,16.5,33,6,1,1,2,4.125,1,0.030303030303030304
2170,Ses02F_script01_3_F007,"I knew they would, your mother anyway.",xxx,i knew they would your mother anyway .,3.875,8.0,8,1,0,0,1,4.0,0,0.0
2171,Ses02F_script01_3_F008,"Well,",xxx,well ,4.0,1.0,1,0,0,0,1,0.0,0,0.0
2172,Ses02F_script01_3_F009,"from her point of view, why else would I come?",sad,from her point of view why else would i come ?,3.272727272727273,11.0,11,2,0,0,1,5.5,0,0.0
2173,Ses02F_script01_3_M006,"Oh.  Would you want to?  I guess you know, this is why I asked you to come.",xxx,oh . would you want to ? i guess you know this is why i asked you to come .,2.8,6.666666666666667,20,6,1,0,3,10.0,0,0.0
2174,Ses02F_script01_3_F010,I--I guess this is why I came.,xxx,i i guess this is why i came .,2.4444444444444446,9.0,9,3,1,0,1,9.0,0,0.0
2175,Ses02F_script01_3_M007,"Anne, I love you.  I love you a great deal.  I love you.",xxx,anne i love you . i love you a great deal . i love you .,2.5625,5.333333333333333,16,5,1,0,3,2.6666666666666665,0,0.0
2176,Ses02F_script01_3_M008,I have no imagination.  That's all I know to tell you.,xxx,i have no imagination . that s all i know to tell you .,3.0,7.0,14,4,0,0,2,14.0,0,0.0
2177,Ses02F_script01_3_M009,I'm embarrassing you and I didn't want to tell it to you here.  I wanted some place we'd never been before.  A place where we'd be brand new to each other.,xxx,i m embarrassing you and i didn t want to tell it to you here . i wanted some place we d never been before . a place where we d be brand new to each other .,3.1315789473684212,12.666666666666666,38,11,3,0,3,7.6,0,0.0
2178,Ses02F_script01_3_M010,"You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",exc,you feel it s wrong here don t you ? this yard this chair . i want you to be ready for me . i don t want to have to win you away from anything .,2.918918918918919,9.25,37,9,3,0,4,5.285714285714286,0,0.0
2179,Ses02F_script01_3_F011,"Oh, Chris, I've been ready for a long, long time.",xxx,oh chris i ve been ready for a long long time .,3.0,12.0,12,2,3,0,1,2.4,0,0.0
2180,Ses02F_script01_3_M011,And he's gone forever.  You're sure?,xxx,and he s gone forever . you re sure ?,2.8,5.0,10,3,1,1,2,10.0,0,0.0
2181,Ses02F_script01_3_F012,I almost got married two years ago.,hap,i almost got married two years ago .,3.625,8.0,8,1,1,1,1,2.6666666666666665,0,0.0
2182,Ses02F_script01_3_M012,Why didn't you?,xxx,why didn t you ?,2.4,5.0,5,0,0,0,1,0.0,0,0.0
2183,Ses02F_script01_3_F013,You started to write me and--,hap,you started to write me and ,3.6666666666666665,6.0,6,2,0,0,1,3.0,0,0.0
2184,Ses02F_script01_3_M013,You felt something that far back?,xxx,you felt something that far back ?,4.0,7.0,7,1,0,0,1,3.5,0,0.0
2185,Ses02F_script01_3_F014,Every day since.,hap,every day since .,3.5,4.0,4,0,0,0,1,4.0,0,0.0
2186,Ses02F_script01_3_M014,"Anne, why didn't you let me know?",xxx,anne why didn t you let me know ?,2.7777777777777777,9.0,9,2,0,0,1,9.0,0,0.0
2187,Ses02F_script01_3_F015,"Well, I was waiting for you.  I mean, till then you never wrote and when you did, I mean, what did you say?  You can sure be ambiguous sometimes.",xxx,well i was waiting for you . i mean till then you never wrote and when you did i mean what did you say ? you can sure be ambiguous sometimes .,3.46875,10.666666666666666,32,11,1,0,3,10.666666666666666,0,0.0
2188,Ses02F_script01_3_M015,"Give me a kiss, Anne.  Give me a-",xxx,give me a kiss anne . give me a ,2.5555555555555554,4.5,9,2,1,0,2,2.25,0,0.0
2189,Ses02F_script01_3_M016,"oh God, I kissed you.  I kissed Annie.  How long--how long I've been waiting to kiss you.",xxx,oh god i kissed you . i kissed annie . how long how long i ve been waiting to kiss you .,3.0454545454545454,7.333333333333333,22,7,2,0,3,2.75,1,0.045454545454545456
2190,Ses02F_script01_3_F016,I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,hap,i will never forgive you . why did you wait all these years ? all i did was sit and wonder if i was crazy for thinking of you .,3.2666666666666666,10.0,30,7,1,0,3,6.0,0,0.0
2191,Ses02F_script01_3_M017,"Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",xxx,oh annie we re gonna live now . i m gonna make you so happy .,2.5555555555555554,9.0,18,5,2,0,2,3.0,3,0.16666666666666666
2192,Ses02F_script01_3_F017,Not like that you're not.,xxx,not like that you re not .,2.857142857142857,7.0,7,1,0,0,1,0.0,0,0.0
2193,Ses02F_script01_3_M018,I kissed you.,xxx,i kissed you .,2.75,4.0,4,1,0,0,1,4.0,0,0.0
2194,Ses02F_script01_3_F018,"Like Larry's brother.  Do it like you, Chris.  What is it?",xxx,like larry s brother . do it like you chris . what is it ?,2.933333333333333,5.0,15,4,1,0,3,5.0,0,0.0
2195,Ses02F_script01_3_M019,Let's drive someplace.  I want to be alone with you.,xxx,let s drive someplace . i want to be alone with you .,3.1538461538461537,6.5,13,4,0,0,2,6.5,0,0.0
2196,Ses02F_script01_3_F019,"No.  What is it, your mother?",xxx,no . what is it your mother ?,2.75,4.0,8,1,0,0,2,8.0,0,0.0
2197,Ses02F_script01_3_M020,No.  Nothing like that.,sad,no . nothing like that .,3.1666666666666665,3.0,6,0,0,0,2,0.0,0,0.0
2198,Ses02F_script01_3_F020,"Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",sad,then what s wrong ? i mean even in your letters there was some something ashamed .,3.8823529411764706,8.5,17,4,2,0,2,5.666666666666667,0,0.0
2199,Ses02F_script01_3_M021,"Yeah, I suppose I have been.  But it's going from me.",sad,yeah i suppose i have been . but it s going from me .,2.857142857142857,7.0,14,5,0,0,2,14.0,0,0.0
2200,Ses02F_script01_3_F021,You've gotta tell me.,sad,you ve gotta tell me .,2.4285714285714284,7.0,7,2,1,0,1,0.0,1,0.14285714285714285
2201,Ses02F_script01_3_M022,I don't know how to start.,sad,i don t know how to start .,2.5,8.0,8,3,1,0,1,8.0,0,0.0
2202,Ses02F_script01_3_F022,It wouldn't work this way.,sad,it wouldn t work this way .,3.0,7.0,7,1,1,0,1,7.0,0,0.0
2203,Ses02F_script01_3_M023,"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",sad,it s all mixed up with so many other things . you remember overseas i was in command of a company ?,3.5454545454545454,11.0,22,3,4,0,2,3.6666666666666665,0,0.0
2204,Ses02F_script01_3_F023,"Yeah, sure.",sad,yeah sure .,3.0,3.0,3,0,1,0,1,0.0,0,0.0
2205,Ses02F_script01_3_M024,"Well, I lost them.",sad,well i lost them .,2.8,5.0,5,1,0,0,1,5.0,0,0.0
2206,Ses02F_script01_3_F024,How many?,sad,how many ?,2.6666666666666665,3.0,3,0,1,0,1,0.0,0,0.0
2207,Ses02F_script01_3_M025,Just about all.,sad,just about all .,3.25,4.0,4,0,0,0,1,0.0,0,0.0
2208,Ses02F_script01_3_F025,"Oh, gee.",sad,oh gee .,2.0,3.0,3,0,1,0,1,3.0,0,0.0
2209,Ses02F_script01_3_M026,It takes some time for a guy to toss that off.  'Cause they weren't just men.,sad,it takes some time for a guy to toss that off . cause they weren t just men .,3.1052631578947367,9.5,19,3,1,0,2,4.75,0,0.0
2210,Ses02F_script01_3_M027,"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",sad,for instance one time it had been raining several days and this kid came to me and gave me his last pair of dry socks . i put them in pocket . it s only a little thing but that s the kind of guys i had .,3.25,16.0,48,9,4,0,3,3.6923076923076925,1,0.020833333333333332
2211,Ses02F_script01_3_M028,"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",sad,they didn t die they killed themselves for each other . i mean that exactly . a little more selfish and they d have been here today .,3.7857142857142856,9.333333333333334,28,6,4,0,3,9.333333333333334,0,0.0
2212,Ses02F_script01_3_M029,"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",sad,i got this idea watching them go down . everything was being destroyed see but it seemed that there was one new thing being made . a sort of responsibility . man for man .,3.914285714285714,8.75,35,11,1,2,4,5.833333333333333,0,0.0
2213,Ses02F_script01_3_M030,"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",sad,you know what i mean ? to show that to bring that onto the earth again like some kind of monument and everyone would feel it standing behind him and it would make a difference to him .,3.8684210526315788,19.0,38,6,1,0,2,4.222222222222222,0,0.0
2214,Ses02F_script01_3_M031,Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,sad,then i came back and it was incredible . there was no meaning in it here . the whole thing to them seemed like sort of a bus accident . i went to work with dad and that rat race again .,3.4285714285714284,10.5,42,7,3,0,4,4.2,0,0.0
2215,Ses02F_script01_3_M032,"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",sad,and i felt what you said ashamed somehow cause nobody was changed at all . it seemed to make suckers out of a lot of guys . i felt wrong to be alive to open the new bank book drive the new car see the new refrigerator .,3.5833333333333335,16.0,48,14,5,1,3,3.0,2,0.041666666666666664
2216,Ses02F_script01_3_M033,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",sad,i mean you can take those things out of a war but when you drive that car you ve gotta know that it came out of the love a man can have for a man . you ve gotta be a little better because of it .,3.0408163265306123,24.5,49,11,2,0,2,12.25,2,0.04081632653061224
2217,Ses02F_script01_3_M034,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,sad,because otherwise all you have is really loot and there s blood on it . and i didn t want to take any of it . and i guess that included you .,3.303030303030303,11.0,33,6,3,0,3,8.25,0,0.0
2218,Ses02F_script01_3_F026,You still feel that way?,sad,you still feel that way ?,3.3333333333333335,6.0,6,1,0,0,1,6.0,0,0.0
2219,Ses02F_script01_3_M035,I want you now Annie.,xxx,i want you now annie .,2.8333333333333335,6.0,6,2,0,0,1,6.0,1,0.16666666666666666
2220,Ses02F_script01_3_F027,"'Cause you mustn't feel that way.  Because you have a right to everything that you have.  Do you understand that?  Everything, Chris, and me too.",xxx, cause you mustn t feel that way . because you have a right to everything that you have . do you understand that ? everything chris and me too .,3.8,7.5,30,5,1,0,4,10.0,0,0.0
2221,Ses02F_script01_3_F028,"I mean, and your money, there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",xxx,i mean and your money there s nothing wrong with your money . i mean your father put hundreds of planes in the air . a man should be paid for that .,3.515151515151515,11.0,33,5,3,1,3,3.6666666666666665,0,0.0
2222,Ses02F_script01_3_M036,"I know Annie.  Annie, I'm gonna make a fortune for you.",xxx,i know annie . annie i m gonna make a fortune for you .,2.8,7.5,15,2,1,0,2,3.0,3,0.2
2223,Ses02F_script01_3_F029,What'll I do with a fortune?,hap,what ll i do with a fortune ?,2.75,8.0,8,1,0,0,1,8.0,0,0.0
2224,Ses02F_script02_1_M000,What time is it?  They're supposed to run around midnight.,exc,what time is it ? they re supposed to run around midnight .,3.6153846153846154,6.5,13,4,0,1,2,3.25,0,0.0
2225,Ses02F_script02_1_M001,"This is great, isn't it?  Look at the night we've got here, couldn't be better.",exc,this is great isn t it ? look at the night we ve got here couldn t be better .,2.95,10.0,20,5,3,0,2,10.0,0,0.0
2226,Ses02F_script02_1_M002,"I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it.",exc,i would have liked to have gone a little further up the coast to get away from the lights and the people but i was afraid we d miss it .,3.4193548387096775,31.0,31,8,1,0,1,6.2,0,0.0
2227,Ses02F_script02_1_M003,How you doing?,exc,how you doing ?,3.0,4.0,4,1,0,0,1,0.0,0,0.0
2228,Ses02F_script02_1_F000,Fine.,xxx,fine .,2.5,2.0,2,0,0,0,1,2.0,0,0.0
2229,Ses02F_script02_1_M004,Is that--no--is that just foam?  I can't even tell.,exc,is that no is that just foam ? i can t even tell .,2.642857142857143,7.0,14,4,0,0,2,14.0,0,0.0
2230,Ses02F_script02_1_M005,"Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?",exc,well i guess we can tell it probably isn t right ? probably be unmistakable don t you think ?,3.7,10.0,20,5,3,0,2,5.0,0,0.0
2231,Ses02F_script02_1_M006,"How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight.",exc,how you doing ? aw you know what i forgot ? i forgot to bring my flashlight . oh how could i be so stupid ? i should ve brought my flashlight .,3.3636363636363638,6.6,33,11,1,0,5,4.125,1,0.030303030303030304
2232,Ses02F_script02_1_F001,What flashlight?,neu,what flashlight ?,5.0,3.0,3,1,0,0,1,3.0,0,0.0
2233,Ses02F_script02_1_M007,"You know, the flashlight, the silver one.  There's only one isn't there?",xxx,you know the flashlight the silver one . there s only one isn t there ?,3.5,8.0,16,2,0,0,2,8.0,0,0.0
2234,Ses02F_script02_1_F002,That's not your flashlight.,xxx,that s not your flashlight .,3.8333333333333335,6.0,6,1,0,0,1,6.0,0,0.0
2235,Ses02F_script02_1_M008,Who's is it?,xxx,who s is it ?,1.8,5.0,5,1,0,0,1,0.0,0,0.0
2236,Ses02F_script02_1_F003,It's ours.  It's mine too.,xxx,it s ours . it s mine too .,2.111111111111111,4.5,9,1,1,0,2,0.0,0,0.0
2237,Ses02F_script02_1_M009,"Oh, well sure.",neu,oh well sure .,2.75,4.0,4,0,1,0,1,0.0,0,0.0
2238,Ses02F_script02_1_F004,"You kept saying my flashlight, if as if somehow it's just yours.  I mean is that supposed to make me feel?",xxx,you kept saying my flashlight if as if somehow it s just yours . i mean is that supposed to make me feel ?,3.4583333333333335,12.0,24,7,1,0,2,6.0,0,0.0
2239,Ses02F_script02_1_M010,"Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally.",neu,right of course . our flashlight . mine and yours . i mean me flashlight is su flashlight naturally .,4.1,5.0,20,2,2,0,4,4.0,1,0.05
2240,Ses02F_script02_1_M011,How could we forget to bring it?  I hope the moon stays out.,xxx,how could we forget to bring it ? i hope the moon stays out .,3.1333333333333333,7.5,15,4,1,0,2,3.0,0,0.0
2241,Ses02F_script02_1_M012,"I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?",neu,i wonder do they always run during a full moon ? i can t remember if it was full last year . do you remember ?,3.269230769230769,8.666666666666666,26,8,3,0,3,3.25,0,0.0
2242,Ses02F_script02_1_F005,Yeah.,neu,yeah .,2.5,2.0,2,0,0,0,1,0.0,0,0.0
2243,Ses02F_script02_1_M013,"You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket.",neu,you cold ? do you want my jacket ? oh we should ve brought the blanket . our blanket .,3.35,5.0,20,5,0,0,4,4.0,0,0.0
2244,Ses02F_script02_1_M014,"This is great, isn't it?  A six pack would be just the ticket right now.",exc,this is great isn t it ? a six pack would be just the ticket right now .,3.0555555555555554,9.0,18,2,2,0,2,6.0,0,0.0
2245,Ses02F_script02_1_M015,I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.,exc,i can t believe i forgot . i m like a kid . it s amazing i got out of the house with my fly zipped .,2.740740740740741,9.0,27,8,1,0,3,3.857142857142857,1,0.037037037037037035
2246,Ses02F_script02_1_M016,You think they can hear us talk?  Or feel the vibrations in the sand when we move around?,exc,you think they can hear us talk ? or feel the vibrations in the sand when we move around ?,3.55,10.0,20,5,0,0,2,3.3333333333333335,1,0.05
2247,Ses02F_script02_1_F006,I'm cold.,xxx,i m cold .,1.75,4.0,4,0,1,0,1,4.0,0,0.0
2248,Ses02F_script02_1_M017,Do you want my jacket?,neu,do you want my jacket ?,3.0,6.0,6,2,0,0,1,6.0,0,0.0
2249,Ses02F_script02_1_F007,"It's after eleven, let's just go home.",fru,it s after eleven let s just go home .,2.9,10.0,10,4,1,0,1,5.0,0,0.0
2250,Ses02F_script02_1_M018,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home.,xxx,are you kidding ? we d miss it . we just got here . what s the point of coming down here if we just turn around and go home .,3.064516129032258,7.75,31,9,0,0,4,5.166666666666667,1,0.03225806451612903
2251,Ses02F_script02_1_F008,There is no point in coming down here.,xxx,there is no point in coming down here .,3.4444444444444446,9.0,9,2,0,0,1,4.5,0,0.0
2252,Ses02F_script02_1_M019,Right.,neu,right .,3.0,2.0,2,0,0,0,1,0.0,0,0.0
2253,Ses02F_script02_1_F009,That's my point.,xxx,that s my point .,2.6,5.0,5,0,1,0,1,5.0,0,0.0
2254,Ses02F_script02_1_M020,That's my point too.,neu,that s my point too .,2.6666666666666665,6.0,6,0,1,0,1,6.0,0,0.0
2255,Ses02F_script02_1_F010,"So, let's go.",xxx,so let s go .,1.8,5.0,5,2,0,0,1,0.0,0,0.0
2256,Ses02F_script02_1_M021,No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?,neu,no . no . that s not my point . the point is there s no point in coming down if we just leave . don t you want to see it ?,2.727272727272727,6.6,33,7,1,0,5,6.6,0,0.0
2257,Ses02F_script02_1_F011,Not particularly.,xxx,not particularly .,5.333333333333333,3.0,3,0,0,0,1,3.0,0,0.0
2258,Ses02F_script02_1_M022,Why not?,xxx,why not ?,2.3333333333333335,3.0,3,0,0,0,1,0.0,0,0.0
2259,Ses02F_script02_1_F012,I just don't.  It's stupid.,xxx,i just don t . it s stupid .,2.2222222222222223,9.0,9,1,2,0,1,9.0,0,0.0
2260,Ses02F_script02_1_M023,"Honey, this is a natural phenomenon.  I mean this only happens once a year, you know.",xxx,honey this is a natural phenomenon . i mean this only happens once a year you know .,3.7222222222222223,9.0,18,4,3,0,2,4.5,0,0.0
2261,Ses02F_script02_1_M024,"Think about the people in Kansas, they had to get plane tickets and hotel reservations to see this.  We live forty minutes away.  It's too good to pass up.",exc,think about the people in kansas they had to get plane tickets and hotel reservations to see this . we live forty minutes away . it s too good to pass up .,3.727272727272727,11.0,33,7,3,0,3,3.6666666666666665,0,0.0
2262,Ses02F_script02_1_F013,"Pass up what?  These little fish swim onto the beach, they flop around, and swim away.  And then they die.",fru,pass up what ? these little fish swim onto the beach they flop around and swim away . and then they die .,3.608695652173913,7.666666666666667,23,3,2,0,3,3.2857142857142856,0,0.0
2263,Ses02F_script02_1_M025,"Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,",exc,yeah but that moment on the beach is the highlight of their little lives . all that flopping is laying eggs or what do you spawning or mating . i mean ,3.870967741935484,10.333333333333334,31,8,2,0,3,3.4444444444444446,3,0.0967741935483871
2264,Ses02F_script02_1_M026,this is a big night for these guys.  Life's last orgy.,exc,this is a big night for these guys . life s last orgy .,3.0,7.0,14,2,2,0,2,2.8,2,0.14285714285714285
2265,Ses02F_script02_1_F014,"What are you so excited about?  I mean, it's not a moon landing we're talking about here.  It's fish.  It's a fish nobody even eats.",fru,what are you so excited about ? i mean it s not a moon landing we re talking about here . it s fish . it s a fish nobody even eats .,3.0303030303030303,8.25,33,8,3,0,4,4.714285714285714,0,0.0
2266,Ses02F_script02_1_M027,Yeah they do.,fru,yeah they do .,2.75,4.0,4,1,0,0,1,0.0,0,0.0
2267,Ses02F_script02_1_F015,"Ah, Augie.",fru,ah augie .,2.6666666666666665,3.0,3,0,0,0,1,3.0,1,0.3333333333333333
