filename,text,emotion,processed_text
Ses02F_impro01_F009,I have my passport and I have my driver's license. And that's all I have.,fru,i have my passport and i have my driver s license . and that s all i have .
Ses02F_impro01_M008,"Alright, I don't know what to tell you right.",fru,alright i don t know what to tell you right .
Ses02F_impro01_M009,"I think you're just gonna--you're gonna have to get 'em and then you can back and then, we'll help you out.  Maybe, we can-",fru,i think you re just gonna you re gonna have to get em and then you can back and then we ll help you out . maybe we can 
Ses02F_impro01_F010,"But, isn't there anything you can do.  Can't you make an exception this one time?  My picture is on both of those identifications.  It's not like you don't know that it's me.",fru,but isn t there anything you can do . can t you make an exception this one time ? my picture is on both of those identifications . it s not like you don t know that it s me .
Ses02F_impro01_M010,I can't.,fru,i can t .
Ses02F_impro01_F011,And I can give you my social--,fru,and i can give you my social 
Ses02F_impro01_M011,"I make an exception for you and I have to make an exception for everyone.  I mean, I-I've seen this before and I know it's frustrating, but there's nothing I can do. You just have to-",fru,i make an exception for you and i have to make an exception for everyone . i mean i i ve seen this before and i know it s frustrating but there s nothing i can do . you just have to 
Ses02F_impro01_F012,"Well, I can give you my Social Security Number.",fru,well i can give you my social security number .
Ses02F_impro01_M012,"No, it's--",fru,no it s 
Ses02F_impro01_F013,And I can tell you where I was born and what time and by who and what day.,fru,and i can tell you where i was born and what time and by who and what day .
Ses02F_impro01_M013,"Okay.  But how do I--that's- that's not proof to me.  How do I know that, you know, that it's really you.  I need--",fru,okay . but how do i that s that s not proof to me . how do i know that you know that it s really you . i need 
Ses02F_impro01_F014,I can't go--I have to go back to work.  I don't have time to go back to my house and get all of that stuff and then get back in line and wait for another forty five minutes.,fru,i can t go i have to go back to work . i don t have time to go back to my house and get all of that stuff and then get back in line and wait for another forty five minutes .
Ses02F_impro01_M014,"Well, the weekends are not as busy.  Maybe you can uh, come and try to get here early--",fru,well the weekends are not as busy . maybe you can uh come and try to get here early 
Ses02F_impro01_F015,"Um, I have kids.  I have to take them places on the weekends.  I don't have time to come back here.  Please.  I really need you to help me.",fru,um i have kids . i have to take them places on the weekends . i don t have time to come back here . please . i really need you to help me .
Ses02F_impro01_M015,I can't.  There's nothing I can do.  I'm sorry.,fru,i can t . there s nothing i can do . i m sorry .
Ses02F_impro01_F016,Well.  [BREATHING] I just--I just don't.  I-I'm sorry that I'm standing here-- But I can't leave. I-,fru,well . breathing i just i just don t . i i m sorry that i m standing here but i can t leave . i 
Ses02F_impro01_M016,The line--,xxx,the line 
Ses02F_impro01_F017,"I really need this done today.  As you can see, the deadline is almost up and I can't come back.",fru,i really need this done today . as you can see the deadline is almost up and i can t come back .
Ses02F_impro01_M017,"Ok, but you're right now you're holding up more people in line by standing here-- and letting",ang,ok but you re right now you re holding up more people in line by standing here and letting
Ses02F_impro01_F018,"Well, why didn't the D.M.V. put that you needed your birth certificate on the application then?",ang,well why didn t the d .m .v . put that you needed your birth certificate on the application then ?
Ses02F_impro01_M018,"I--when you're going to the D.M.V., you usually need pretty professional identification--",fru,i when you re going to the d .m .v . you usually need pretty professional identification 
Ses02F_impro01_M019,"You know, Official documentation--",ang,you know official documentation 
Ses02F_impro01_F019,"Yeah, but your birth certificate--I mean, who carries around their birth certificate?  Nobody does that.",ang,yeah but your birth certificate i mean who carries around their birth certificate ? nobody does that .
Ses02F_impro01_M020,"No, but you come--you come to the D.M.V., it's something-- You should've- You should've figured--",fru,no but you come you come to the d .m .v . it s something you should ve you should ve figured 
Ses02F_impro01_F020,With your driver's license and your passport.  Just like everybody else.,ang,with your driver s license and your passport . just like everybody else .
Ses02F_impro01_M021,"But, without your drive--where-where- what about your identification without your driver's license?  I mean, you need--you needed something before then?",fru,but without your drive where where what about your identification without your driver s license ? i mean you need you needed something before then ?
Ses02F_impro01_F021,"Who--you always use your driver's license.  I mean, you're not coming to the D.M.V. if you're not over sixteen and that's when you get your driver's license so you're never gonna need it anyway.",ang,who you always use your driver s license . i mean you re not coming to the d .m .v . if you re not over sixteen and that s when you get your driver s license so you re never gonna need it anyway .
Ses02F_impro01_M022,"All right.  Well, um, you know, I'd love to help you, but--nothing I can do.",fru,all right . well um you know i d love to help you but nothing i can do .
Ses02F_impro01_M023,"So, if you wanna go get your birth certificate, um, maybe come back--I don't--maybe you can talk to the person in the--in the front of line maybe.  I don't know.",fru,so if you wanna go get your birth certificate um maybe come back i don t maybe you can talk to the person in the in the front of line maybe . i don t know .
Ses02F_impro01_F022,Do you have a supervisor?,fru,do you have a supervisor ?
Ses02F_impro01_M024,I am the supervisor.  So--,fru,i am the supervisor . so 
Ses02F_impro01_F023,"Well, thank you very much.  You've been very helpful.",fru,well thank you very much . you ve been very helpful .
Ses02F_impro02_F000,It's almost time for me to go.,sad,it s almost time for me to go .
Ses02F_impro02_M000,I can't believe that--now--are you sure this is absolutely necessary?  Like--,xxx,i can t believe that now are you sure this is absolutely necessary ? like 
Ses02F_impro02_F001,"There's nothing I can do.  I mean, the government you know--",sad,there s nothing i can do . i mean the government you know 
Ses02F_impro02_M001,What--what're we gonna do here?  I can't--I can't do this by myself.  I--,fru,what what re we gonna do here ? i can t i can t do this by myself . i 
Ses02F_impro02_F002,"You're gonna have to.  I mean, you're a great father.  You can do it.  I know you can.",sad,you re gonna have to . i mean you re a great father . you can do it . i know you can .
Ses02F_impro02_M002,"But, I'm--I'm nothing--I'm nothing without you here.  Maybe we can--we can get out of this somehow.",fru,but i m i m nothing i m nothing without you here . maybe we can we can get out of this somehow .
Ses02F_impro02_F003,I don't think so.,sad,i don t think so .
Ses02F_impro02_M003,"Well, come on.  You've gotta think of something.  A year--a year away, it's gonna tear us apart.  I don't even--I don't even wanna think about it.  I mean, I don't even know if I'll be able to get in touch with you or--",fru,well come on . you ve gotta think of something . a year a year away it s gonna tear us apart . i don t even i don t even wanna think about it . i mean i don t even know if i ll be able to get in touch with you or 
Ses02F_impro02_F004,"Well, we can do the best we can and-and, with um, you know like wireless internet these days--I think that we could-- Talk every once in awhile.",sad,well we can do the best we can and and with um you know like wireless internet these days i think that we could talk every once in awhile .
Ses02F_impro02_F005,You could send me pictures.,sad,you could send me pictures .
Ses02F_impro02_M004,It's not going to be the same.,xxx,it s not going to be the same .
Ses02F_impro02_M005,"What if--maybe--what if, uh, we went somewhere over there?  I don't--I don't know--I--I need to figure something out for this because--",fru,what if maybe what if uh we went somewhere over there ? i don t i don t know i i need to figure something out for this because 
Ses02F_impro02_F006,"Their not gonna let you.  You have to stay home and I have to go.  I mean, that's all--",sad,their not gonna let you . you have to stay home and i have to go . i mean that s all 
Ses02F_impro02_F007,"and--I mean, my daughter--I don't want to put her in danger.  You know?  She has to stay.",sad,and i mean my daughter i don t want to put her in danger . you know ? she has to stay .
Ses02F_impro02_M006,This is gonna be a--a crucial yet--she's--she's growing up.  She's gonna need you.,fru,this is gonna be a a crucial yet she s she s growing up . she s gonna need you .
Ses02F_impro02_F008,"I know, but, she needs to be safe more.  She needs to be around kids her age--own age.  She needs to be able to play on the streets and--",sad,i know but she needs to be safe more . she needs to be around kids her age own age . she needs to be able to play on the streets and 
Ses02F_impro02_M007,But she's--you're not gonna--you're not gonna be here for--for her first words.  For her first steps.  I mean--it's something that you're supposed to be here for that--,sad,but she s you re not gonna you re not gonna be here for for her first words . for her first steps . i mean it s something that you re supposed to be here for that 
Ses02F_impro02_F009,You can just remember it for me.,sad,you can just remember it for me .
Ses02F_impro02_M008,I don't know--I don't know--I don't know how--I don't know how this could even be possible for you--I--if I was--,fru,i don t know i don t know i don t know how i don t know how this could even be possible for you i if i was 
Ses02F_impro02_F010,"Well, I need--I need you to be able to do this for me 'cause I can't do anything about it.",sad,well i need i need you to be able to do this for me cause i can t do anything about it .
Ses02F_impro02_F011,"I mean, it's just as hard for me, but--I know that we can do it, you know",sad,i mean it s just as hard for me but i know that we can do it you know
Ses02F_impro02_M009,"I mean, you just get to--go off and do your thing.  I mean, yeah, we're both--I don't know--it's bad for both of us, but--",fru,i mean you just get to go off and do your thing . i mean yeah we re both i don t know it s bad for both of us but 
Ses02F_impro02_M010,...it would be so much better if we can--if we could stay together somehow.  You know--we could--we could do this together.,fru, . . .it would be so much better if we can if we could stay together somehow . you know we could we could do this together .
Ses02F_impro02_F012,I don't want you in danger.  And I don't want her in danger.,sad,i don t want you in danger . and i don t want her in danger .
Ses02F_impro02_M011,I don't want you in danger.  Where are you going?  You're going over to war.,xxx,i don t want you in danger . where are you going ? you re going over to war .
Ses02F_impro02_F013,I have no choice. There's nothing I can do.,sad,i have no choice . there s nothing i can do .
Ses02F_impro02_M012,All right.,sad,all right .
Ses02F_impro03_F000,"Oh my God.  Guess what, guess what, guess what, guess what, guess what, guess what?",exc,oh my god . guess what guess what guess what guess what guess what guess what ?
Ses02F_impro03_M000,What?,xxx,what ?
Ses02F_impro03_F001,"Well, guess.  Guess, guess, guess, guess.",exc,well guess . guess guess guess guess .
Ses02F_impro03_M001,"Um, you--",neu,um you 
Ses02F_impro03_F002,Don't look at my left hand.,xxx,don t look at my left hand .
Ses02F_impro03_M002,No.  Let me see.,sur,no . let me see .
Ses02F_impro03_M003,"Oh, no way.",xxx,oh no way .
Ses02F_impro03_F003,"He proposed.  He proposed.  Well, and I said yes, of course. [LAUGHTER]",xxx,he proposed . he proposed . well and i said yes of course . laughter 
Ses02F_impro03_M004,That is great.  You look radiant.  I should've guess.,hap,that is great . you look radiant . i should ve guess .
Ses02F_impro03_F004,I'm so excited.,exc,i m so excited .
Ses02F_impro03_M005,"Well, Tell me about him.  What happened.",exc,well tell me about him . what happened .
Ses02F_impro03_F005,"Remember how we had that date?  And I was like, oh yeah, this is a date, whatever.",xxx,remember how we had that date ? and i was like oh yeah this is a date whatever .
Ses02F_impro03_F006,"So after we sort of went out dinner and I was already like tired.  I wasn't all that excited and and so he's like let's go down to the beach and I was like no I don't want to the beach, like I'm tired. And he's like no, no we have to go.  And I was like okay, like that's a little weird.",xxx,so after we sort of went out dinner and i was already like tired . i wasn t all that excited and and so he s like let s go down to the beach and i was like no i don t want to the beach like i m tired . and he s like no no we have to go . and i was like okay like that s a little weird .
Ses02F_impro03_F007,"So, he--so we walked down to the pier and there's like these lights--like these little, like lights-- and we're like what's that? And he's like I don't know let's go find out.",xxx,so he so we walked down to the pier and there s like these lights like these little like lights and we re like what s that ? and he s like i don t know let s go find out .
Ses02F_impro03_F008,So we walked down there and there's-[LAUGHTER]-And there's- this huge like ten foot heart in candles on the beach--,xxx,so we walked down there and there s laughter and there s this huge like ten foot heart in candles on the beach 
Ses02F_impro03_M006,What?,sur,what ?
Ses02F_impro03_F009,"like all they have And I was like, what's going on?  And he like takes my hand and pulls me into the middle and he's like--you know, get's on his knee and everything--And says will you marry me? And I flipped out.",exc,like all they have and i was like what s going on ? and he like takes my hand and pulls me into the middle and he s like you know get s on his knee and everything and says will you marry me ? and i flipped out .
Ses02F_impro03_M007,That--that is the most romantic thing I have ever heard.,sur,that that is the most romantic thing i have ever heard .
Ses02F_impro03_F010,"I know.  I was like, how did he get--like he must have called someone or had them set--like, I have no idea.",xxx,i know . i was like how did he get like he must have called someone or had them set like i have no idea .
Ses02F_impro03_M008,"Wow.  Yeah, 'cause yeah I don't know I'm sure if he--oh yeah he definitely had--would have had to have someone else--",xxx,wow . yeah cause yeah i don t know i m sure if he oh yeah he definitely had would have had to have someone else 
Ses02F_impro03_F011,'Cause- 'Cause he was with me. You didn't do it did you?,exc, cause cause he was with me . you didn t do it did you ?
Ses02F_impro03_M009,"Yeah.  I mean candles wouldn't stay--No, I didn't--I didn't know anything about it.",hap,yeah . i mean candles wouldn t stay no i didn t i didn t know anything about it .
Ses02F_impro03_F012,You didn't know anything?,exc,you didn t know anything ?
Ses02F_impro03_M010,No. I'm just as happy as you are.  This is--,hap,no . i m just as happy as you are . this is 
Ses02F_impro03_F013,"I was just--it was so like I thought this might happen eventually, but like not yet, you know what I mean?  Like--",exc,i was just it was so like i thought this might happen eventually but like not yet you know what i mean ? like 
Ses02F_impro03_M011,"So, I mean--it's good though.",hap,so i mean it s good though .
Ses02F_impro03_F014,"It is good.  It's totally good.  I mean, it like oh, you know.",exc,it is good . it s totally good . i mean it like oh you know .
Ses02F_impro03_M012,"Yeah, I know.  Wow.  I'm shaking.  I can't even--",exc,yeah i know . wow . i m shaking . i can t even 
Ses02F_impro03_F015,I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out,hap,i know . so we re gonna take it like we re not gonna get married right away cause we want to like have plenty of time to plan everything out
Ses02F_impro03_F016,"...and, um, my parents want to like be part of it and help out and everything--So we want to give it lots of time to like--",hap, . . .and um my parents want to like be part of it and help out and everything so we want to give it lots of time to like 
Ses02F_impro03_M013,"Oh. Do they--do they know yet? Have you told them? Oh, that's--",neu,oh . do they do they know yet ? have you told them ? oh that s 
Ses02F_impro03_F017,"Yeah, yeah, I called them. I called them And, of course, they were so excited 'cause they love him. Like they always have.  Um--",hap,yeah yeah i called them . i called them and of course they were so excited cause they love him . like they always have . um 
Ses02F_impro03_M014,That's great.  Yeah.,neu,that s great . yeah .
Ses02F_impro03_F018,"So, yeah, I mean, it'll be good.  We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet.  And um--",hap,so yeah i mean it ll be good . we wanna like uh i think we re gonna have it in spring time like early spring so it s no too hot yet . and um 
Ses02F_impro03_M015,Okay. You know--you know where?  Or--,neu,okay . you know you know where ? or 
Ses02F_impro03_F019,"I don't know.  I mean, I kinda like the idea of having something outside, but--Like--is a- Yeah,",hap,i don t know . i mean i kinda like the idea of having something outside but like is a yeah 
Ses02F_impro03_M016,"Uh, huh. I mean, you know, it's spring--It'll be--",neu,uh huh . i mean you know it s spring it ll be 
Ses02F_impro03_F020,"But It's sort of hard 'cause the weather is so unpredictable and then if it's like cold that day.  Or if it's too hot, you know, it's like--but um--",xxx,but it s sort of hard cause the weather is so unpredictable and then if it s like cold that day . or if it s too hot you know it s like but um 
Ses02F_impro03_M017,Spring's nice though.,neu,spring s nice though .
Ses02F_impro03_F021,"Yeah, I don't know-[LAUGHTER]-I mean--I can't even--the whole idea of like living--spending my whole life with somebody--that's crazy",exc,yeah i don t know laughter i mean i can t even the whole idea of like living spending my whole life with somebody that s crazy
Ses02F_impro03_M018,"Yeah, that is--how long you guys been together now?",neu,yeah that is how long you guys been together now ?
Ses02F_impro03_F022,Two and a half years. [LAUGHTER],xxx,two and a half years . laughter 
Ses02F_impro03_M019,Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happy for you. [LAUGHTER],hap,okay . all right . so laughter quite a while . i mean that s that s good . i m so happy for you . laughter 
Ses02F_impro03_F023,Thank you. Thank you so much.,hap,thank you . thank you so much .
Ses02F_impro03_M020,"Yeah, I'd love to be in that same situation some day, but, wow- so-",hap,yeah i d love to be in that same situation some day but wow so 
Ses02F_impro03_F024,"Oh, you will--You'll find just the right girl.  And she'll be perfect for you and everything will be great.",exc,oh you will you ll find just the right girl . and she ll be perfect for you and everything will be great .
Ses02F_impro03_M021,You guys are awesome together.  It's definitely a--definitely a good couple.  I can see it. I should've guessed--,xxx,you guys are awesome together . it s definitely a definitely a good couple . i can see it . i should ve guessed 
Ses02F_impro03_F025,You approve?  You approve?,xxx,you approve ? you approve ?
Ses02F_impro03_M022,"Oh, I approve. I-[LAUGHTER]-I more than approve.",hap,oh i approve . i laughter i more than approve .
Ses02F_impro03_M023,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",hap,i mean i m surprised he didn t ya know go get a plane to fly over and shine but candles on the beach that s okay too i guess 
Ses02F_impro03_F026,"Yeah, it's pretty good.",hap,yeah it s pretty good .
Ses02F_impro03_M024,"Well--can--I mean, let me know--I want- I want invitations and--",exc,well can i mean let me know i want i want invitations and 
Ses02F_impro03_F027,"Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors.",hap,of course of course you ll be able to be a part of it . you can come help me pick my colors .
Ses02F_impro03_M025,"Oh, yes.  This is the whole [GARBAGE]",exc,oh yes . this is the whole garbage 
Ses02F_impro03_F028,"It's so girly.  I don't even know how to like--It's so weird, but it'll be fun.  My mom will love to be like--she'll get so into it, I'm sure.",exc,it s so girly . i don t even know how to like it s so weird but it ll be fun . my mom will love to be like she ll get so into it i m sure .
Ses02F_impro03_F029,She'll be like--flowers and the--,hap,she ll be like flowers and the 
Ses02F_impro03_M026,"It'll be good.  Wow, that's great.",hap,it ll be good . wow that s great .
Ses02F_impro03_F030,"Oh, thank you. [LAUGHTER]",hap,oh thank you . laughter 
Ses02F_impro04_M000,"So, uh, so how's it been going?  I mean, you have any needs or anything?",neu,so uh so how s it been going ? i mean you have any needs or anything ?
Ses02F_impro04_F000,I'm--every lead that I get ends up just being a dead end.  You know what I mean.  People are sick of me calling--,fru,i m every lead that i get ends up just being a dead end . you know what i mean . people are sick of me calling 
Ses02F_impro04_M001,"No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't",neu,no . you can t think that way . i mean it s good it s good that you re that you re calling you know . you can t
Ses02F_impro04_F001,"Yeah, but it--I mean it's the same response you get over and over again.  Like--",fru,yeah but it i mean it s the same response you get over and over again . like 
Ses02F_impro04_F002,"Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready.",fru,oh we re not hiring at this time or thank you we already have your information on file we ll call you when we re ready .
Ses02F_impro04_M002,"Yeah--I know what you mean.  I've gone through like similar stuff, but--",xxx,yeah i know what you mean . i ve gone through like similar stuff but 
Ses02F_impro04_F003,"But, it's been so long, like--I mine as well just take a job at McDonald's.  Like, I don't--",fru,but it s been so long like i mine as well just take a job at mcdonald s . like i don t 
Ses02F_impro04_M003,"No, come on.  Don't [GARBAGE]",neu,no come on . don t garbage 
Ses02F_impro04_F004,"I just--I can't do it anymore.  Like, it just takes it out of you--",fru,i just i can t do it anymore . like it just takes it out of you 
Ses02F_impro04_M004,"I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker--",neu,i know . i know . it s hard but you just you gotta keep going . i mean you ve been going at it for so long you know . something is definitely going to come up . i i know it will because you re a good worker 
Ses02F_impro04_F005,I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job.,fru,i just keep getting rejected . i just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can t get a job .
Ses02F_impro04_M005,"No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive.",neu,no . it s i mean it s competitive you know . that s that s what it is . that s what you gotta be is competitive .
Ses02F_impro04_F006,"Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that--",fru,yeah but maybe if just because it s competitive like maybe i m just not good enough . maybe the level is here and i m here and there s just no way i m ever gonna do that 
Ses02F_impro04_M006,"There...There are plenty of people out there with--with like, good jobs, you know, that are a lot...",neu,there . . .there are plenty of people out there with with like good jobs you know that are a lot . . .
Ses02F_impro04_M007,...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know,neu, . . .dumber than you . i mean they re a lot worse off than you . you are much better off than like a lot of those people in there . i know
Ses02F_impro04_F007,"I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand.",fru,i didn t have like one of those starts you know like a family member who was already in the business or something you know that could like give me a helping hand .
Ses02F_impro04_M008,"I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but--",neu,i know . it makes it harder . i mean it s definitely who you know in a lot of cases but 
Ses02F_impro04_F008,"It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like--",fru,it s just so frustrating . like i just i just don t wanna do it anymore . you know ? i just don t wanna like hit the pavement every single day with my resumes and going out there all the time . you know it s just like 
Ses02F_impro04_M009,"But you gotta.  Otherwise, what is--what's your other option?",neu,but you gotta . otherwise what is what s your other option ?
Ses02F_impro04_F009,I feel so worthless.,sad,i feel so worthless .
Ses02F_impro04_M010,"It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and...",neu,it s not worthless cause it s definitely gonna it s definitely gonna pay off . i know it . i mean i can i ve just i ve seen your work etiquette . you know you re a good worker and . . .
Ses02F_impro04_M011,... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--,neu, . . . and there s no reason that that something won t come up like really soon . all right ? so you just gotta 
Ses02F_impro04_F010,And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better.,fru,and what would make you say that ? there doesn t seem to be any indicators that anything s going to get better .
Ses02F_impro04_M012,"Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta-",neu,because i know you . you know and maybe once you get to know some more people like talking to them and everything they ll get to know you too and they ll realize they should ve hired you three years ago . you know ? but and and they ll finally come around and believe me it ll you gotta 
Ses02F_impro04_F011,"It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know?",fru,it s just really hard . i feel like their starting to get like a personal prejudice against me . you know what i mean ? like it s like suddenly it starts to feel like it s just you that they say no to and it s not that they re not taking applications and it s not that they re not hiring people it s just you particularly they have some particular reason for just hating you . you know ?
Ses02F_impro04_M013,"Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know",neu,well maybe yeah but maybe you get to that point where it s like you bug em and then they just don t wanna hear from you anymore but you keep bugging them and bugging them and then it s gonna annoy them so much that they re gonna be like all right fine . you know
Ses02F_impro04_F012,Or they'll never talk to me again.,fru,or they ll never talk to me again .
Ses02F_impro04_M014,"Or, well, no.  Okay. you -[GARBAGE]",fru,or well no . okay . you garbage 
Ses02F_impro04_F013,"I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean--",fru,i i just i think maybe i should try something else . i mean i i don t know . all growing up this is the only thing that i ever wanted to do and yet i can t . i m not physically able apparently . i mean 
Ses02F_impro04_M015,"That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--",neu,that obviously that s not true though . i mean you ve done this before . you ve done all the work like this before you know and and you ve gotten people saying oh you re so good and like you know 
Ses02F_impro04_F014,"I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but",fru,i guess the money shouldn t matter to me but somehow it does . you know ? it s not like i do it for the money but
Ses02F_impro04_M016,Right.,neu,right .
Ses02F_impro04_M017,"Well, you've gotta live.",neu,well you ve gotta live .
Ses02F_impro04_F015,"you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough.",fru,you have to i mean if you re hired by somebody then you re not a professional you re an amateur and that means that you re not good enough .
Ses02F_impro04_M018,"I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--",neu,i mean it s just it s really i don t know yeah it s about their opinions and it s about i don t know just getting yourself out there and 
Ses02F_impro04_F016,"I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning.",sad,i just wanna crawl in a hole you know . like it just makes you not wanna even open your eyes in the morning .
Ses02F_impro04_M019,"Well, come on, come on.  Thinking about it like this is definitely not gonna help either though.",neu,well come on come on . thinking about it like this is definitely not gonna help either though .
Ses02F_impro04_F017,I don't know how to get out of it.  I don't know how to dig myself out of it.  It's the same hole that I've been digging and digging and digging.  I can't--,xxx,i don t know how to get out of it . i don t know how to dig myself out of it . it s the same hole that i ve been digging and digging and digging . i can t 
Ses02F_impro04_M020,I don't know.,xxx,i don t know .
Ses02F_impro05_F000,"Hi, um, excuse me, I believe that the airline lost my baggage.",neu,hi um excuse me i believe that the airline lost my baggage .
Ses02F_impro05_M000,"Um, okay, it didn't--didn't come out on the carrousel--",neu,um okay it didn t didn t come out on the carrousel 
Ses02F_impro05_F001,"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?",neu,no it didn t . um it didn t come out and i don t see it anywhere around here so what can you do about that ?
Ses02F_impro05_M001,"Okay.  Um, well, unfortunately yeah there was a some- some problems with the--",neu,okay . um well unfortunately yeah there was a some some problems with the 
Ses02F_impro05_F002,Some problems?  What is that supposed to mean?,sur,some problems ? what is that supposed to mean ?
Ses02F_impro05_M002,"Uh, well some-some of the bags were--were lost on the way over here. uh-",neu,uh well some some of the bags were were lost on the way over here . uh 
Ses02F_impro05_F003,How do you lose a suitcase?  A huge suitcase?,sur,how do you lose a suitcase ? a huge suitcase ?
Ses02F_impro05_M003,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen.",neu,you know i mean there s a lot of things that go on under the plane and sometimes you know that kind of things happen .
Ses02F_impro05_M004,"Uh, But, we are willing to reimburse you for the bag and and for the contents--",neu,uh but we are willing to reimburse you for the bag and and for the contents 
Ses02F_impro05_F004,How much?,neu,how much ?
Ses02F_impro05_M005,"Um, we'd be willing to give you uh fifty dollars for--",neu,um we d be willing to give you uh fifty dollars for 
Ses02F_impro05_F005,"Fifty dollars?  For my suitcase?  I mean, the suitcase itself was like a hundred and fifty dollar just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more-more than all of that together.",sur,fifty dollars ? for my suitcase ? i mean the suitcase itself was like a hundred and fifty dollar just for the suitcase but all the things inside all my clothes all my personal belongings the sentimental value not to mention which is more more than all of that together .
Ses02F_impro05_M006,"Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do.",neu,right . uh we realize you know that that it s a bad situation but i m sorry there s nothing that we can really do .
Ses02F_impro05_F006,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?",ang,that s all that s all that s all you re going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff ?
Ses02F_impro05_M007,"I think, um, maybe you can file a claim if you want and turn it in to our main office--",neu,i think um maybe you can file a claim if you want and turn it in to our main office 
Ses02F_impro05_F007,"Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?",fru,yes yes i would like to file a claim but what are you gonna i mean is it just gonna show up magically out of nowhere ?
Ses02F_impro05_M008,"Right.  No.  I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--",neu,right . no . i mean they they might they might if you if you are argue the case more maybe they ll reimburse you more but right now 
Ses02F_impro05_F008,"I need my stuff.  It's--I need my stuff.  I mean, uh...",xxx,i need my stuff . it s i need my stuff . i mean uh . . .
Ses02F_impro05_F009,Haven't you ever lost baggage?  I mean isn't there anything else you do?,xxx,haven t you ever lost baggage ? i mean isn t there anything else you do ?
Ses02F_impro05_M009,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um",neu,yes i know . i know . it s it s frustrating . unfortunately though um
Ses02F_impro05_F010,"Because you don't seem to care very much, you know.",ang,because you don t seem to care very much you know .
Ses02F_impro05_M010,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--",neu,by checking your bags you you you know admit to the liability that s that s at risk 
Ses02F_impro05_F011,I didn't sign anything.,fru,i didn t sign anything .
Ses02F_impro05_M011,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--",neu,right well by checking in your bags you agreed to you know at the will of the 
